document_id,equipment_id,name,org_name,previous_status,new_status,matched_query,queries_tried_count,queries_tried,papers_count,error
eqnet-1119,eqnet-1119,電子スピン共鳴装置(JOEL RESONANCE社 JES-X310),富山大学 研究推進機構研究推進総合支援センター 自然科学研究支援ユニット 機器分析施設,,ready,"TITLE-ABS-KEY(""JOEL"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""JOEL"") AND DOCTYPE(ar OR cp)",3,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,,no_results_verified,"TITLE-ABS-KEY(""JEOLJMS"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""JEOLJMS"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""700N"") AND TITLE-ABS-KEY(""二重収束型MS"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""JEOLJMS"") AND AFFIL(""長崎大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-1120,eqnet-1120,多光子共焦点レーザー顕微鏡システム((株)ニコン A1R MP+),富山大学 研究推進機構研究推進総合支援センター 自然科学研究支援ユニット 機器分析施設,,ready,"TITLE-ABS-KEY(""A1R"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""A1R"") AND DOCTYPE(ar OR cp)",3,
eqnet-1121,eqnet-1121,X線光電子分光装置・XPS (ファイソンズインスツルメンツ社製S-ProbeTM2803型),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""XPS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XPS"") AND DOCTYPE(ar OR cp)",3,
eqnet-1122,eqnet-1122,高分解能透過型電子顕微鏡・HR-TEM (日立ハイテクノロジーズ社製 H-9000NAR),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""TEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1123,eqnet-1123,走査型オージェ電子分光顕微鏡・SAM (アルバックファイ社製 SAM670Xi),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""SAM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SAM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1124,eqnet-1124,電子プローブマイクロアナライザー・EPMA (日本電子社製 JXA-8900L),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1125,eqnet-1125,大気中原子間力顕微鏡・AFM (SII社製 SPI-3800N/SPA-400),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""AFM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""AFM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1127,eqnet-1127,集束イオンビーム加工装置・FIB (SIIナノテク社製 SKI3050),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""FIB"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FIB"") AND DOCTYPE(ar OR cp)",3,
eqnet-1128,eqnet-1128,超伝導量子干渉磁束計・SQUID(カンタム・デザイン社製MPMS-XL7SK),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""SQUID"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SQUID"") AND DOCTYPE(ar OR cp)",3,
eqnet-113,eqnet-113,元素分析装置 パーキンエルマー 2400II,長崎大学 研究開発推進機構,,ready,"TITLE-ABS-KEY(""2400II"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""2400II"") AND DOCTYPE(ar OR cp)",3,
eqnet-1131,eqnet-1131,透過型電子顕微鏡・TEM(日立ハイテクノロジーズ社製 H-7650),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""TEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1135,eqnet-1135,全自動水平型多目的X線回折装置(リガク XRD SmartLab),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-1137,eqnet-1137,ラマン散乱分析装置(HORIBA-JY T64000),北陸先端科学技術大学院大学 マテリアルサイエンス系,,ready,"TITLE-ABS-KEY(""HORIBA"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HORIBA"") AND DOCTYPE(ar OR cp)",3,
eqnet-1145,eqnet-1145,元素分析装置(パーキン・エルマー社2400II),岡山大学 自然生命科学研究支援センター 分析計測分野,,ready,"TITLE-ABS-KEY(""2400II"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""2400II"") AND DOCTYPE(ar OR cp)",3,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,,no_results_verified,"TITLE-ABS-KEY(""多光子励起レーザ走査型顕微鏡 一式 光学顕微鏡/病理 多光子励起レーザ走査型顕微鏡"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""多光子励起レーザ走査型顕微鏡 一式 光学顕微鏡/病理 多光子励起レーザ走査型顕微鏡"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""多光子励起レーザ走査型顕微鏡 一式 光学顕微鏡/病理 多光子励起レーザ走査型顕微鏡"") AND TITLE-ABS-KEY(""多光子励起レーザ走査型顕微鏡"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""多光子励起レーザ走査型顕微鏡 一式 光学顕微鏡/病理 多光子励起レーザ走査型顕微鏡"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-1169,eqnet-1169,プラズマエッチャー,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",3,
eqnet-1170,eqnet-1170,薄膜加工装置,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",3,
eqnet-1171,eqnet-1171,薄膜形成装置,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",3,
eqnet-1172,eqnet-1172,ナノ構造測長装置,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1173,eqnet-1173,低損傷プラズマ処理装置 MP-300IP,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""MP"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MP"") AND DOCTYPE(ar OR cp)",3,
eqnet-1174,eqnet-1174,マスクレス露光装置 D-LIGHT DL-1000,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""D"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""D"") AND DOCTYPE(ar OR cp)",3,
eqnet-1175,eqnet-1175,プラズマエッチング装置 VX-20E,広島大学 半導体産業技術研究所,,ready,"TITLE-ABS-KEY(""VX"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""VX"") AND DOCTYPE(ar OR cp)",3,
eqnet-1176,eqnet-1176,(工)ゲッチンゲン型風洞装置,広島大学 先進理工系科学研究科 輸送・環境システムプログラム 耐空耐航性能研究室,,no_results_verified,"TITLE-ABS-KEY(""工 ゲッチンゲン型風洞装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""工 ゲッチンゲン型風洞装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""工 ゲッチンゲン型風洞装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND TITLE-ABS-KEY(""土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""工 ゲッチンゲン型風洞装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-1177,eqnet-1177,分子細胞情報解析システム1 Carl Zeiss LSM510- METE,山口大学 総合科学実験センター 機器分析実験施設,,ready,"TITLE-ABS-KEY(""Carl"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Carl"") AND DOCTYPE(ar OR cp)",3,
eqnet-1178,eqnet-1178,分子細胞情報解析システム2 Carl Zeiss LSM510-1,山口大学 総合科学実験センター 機器分析実験施設,,ready,"TITLE-ABS-KEY(""Carl"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Carl"") AND DOCTYPE(ar OR cp)",3,
eqnet-1179,eqnet-1179,卓上型X線回折装置 Rigaku Mini Flex 600,山口大学 総合科学実験センター 機器分析実験施設,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-1180,eqnet-1180,ガラスビードサンプラ Rigaku KE-62-9001,山口大学 総合科学実験センター 機器分析実験施設,,ready,"TITLE-ABS-KEY(""Rigaku"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Rigaku"") AND DOCTYPE(ar OR cp)",3,
eqnet-1181,eqnet-1181,フローサイトメーター(自動細胞分析装置) Becton Dickenson FACS Calibur,山口大学 総合科学実験センター 遺伝子実験施設,,ready,"TITLE-ABS-KEY(""Becton"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Becton"") AND DOCTYPE(ar OR cp)",3,
eqnet-1182,eqnet-1182,遺伝子導入装置 Nucleofectoe,山口大学 総合科学実験センター 遺伝子実験施設,,no_results_verified,"TITLE-ABS-KEY(""Nucleofectoe"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""Nucleofectoe"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""Nucleofectoe"") AND TITLE-ABS-KEY(""遺伝子導入装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""Nucleofectoe"") AND AFFIL(""山口大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-1183,eqnet-1183,遺伝子導入装置 Microporator,山口大学 総合科学実験センター 遺伝子実験施設,,ready,"TITLE-ABS-KEY(""Microporator"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Microporator"") AND DOCTYPE(ar OR cp)",3,
eqnet-1184,eqnet-1184,円二色性分散計(日本分光製・J-820 AC),大阪大学 工学研究科 工学研究科室 分析センター,,ready,"TITLE-ABS-KEY(""J"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""J"") AND DOCTYPE(ar OR cp)",3,
eqnet-1185,eqnet-1185,旋光計(日本分光製・P-2200),大阪大学 工学研究科 工学研究科室 分析センター,,ready,"TITLE-ABS-KEY(""P"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""P"") AND DOCTYPE(ar OR cp)",3,
eqnet-1186,eqnet-1186,フーリエ変換赤外分光光度計(日本分光製・FT/IR 6200、IRT-5000),大阪大学 工学研究科 工学研究科室 分析センター,,ready,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",3,
eqnet-1190,eqnet-1190,ナノバイオ分子合成・超解像解析評価システム,名古屋大学 大学院工学研究科 化学・生物工学専攻 応用計測化学,,ready,"TITLE-ABS-KEY(""Optical"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Optical"") AND DOCTYPE(ar OR cp)",3,
eqnet-1192,eqnet-1192,車両性能実証装置,名古屋大学 未来社会創造機構,,no_results_verified,"TITLE-ABS-KEY(""車両性能実証装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""車両性能実証装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""車両性能実証装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND TITLE-ABS-KEY(""土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""車両性能実証装置 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND AFFIL(""名古屋大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-1194,eqnet-1194,蛍光分光光度計 (日本分光・FP-8500),横浜国立大学 研究推進機構 機器分析評価センター,,ready,"TITLE-ABS-KEY(""FP"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FP"") AND DOCTYPE(ar OR cp)",3,
eqnet-1195,eqnet-1195,高速液体クロマトグラフ(日立ハイテクノロジーズ・LaChrom Ultra),横浜国立大学 研究推進機構 機器分析評価センター,,ready,"TITLE-ABS-KEY(""LaChrom"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LaChrom"") AND DOCTYPE(ar OR cp)",3,
eqnet-1196,eqnet-1196,フーリエ変換赤外分光光度計 (日本分光・FT-IR 6200),横浜国立大学 研究推進機構 機器分析評価センター,,ready,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",3,
eqnet-1197,eqnet-1197,光学顕微鏡 (Leica・DMI3000 B),横浜国立大学 研究推進機構 機器分析評価センター,,ready,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",3,
eqnet-1198,eqnet-1198,セルソーター (ベックマンコールター・MoFlo Astrios),横浜国立大学 研究推進機構 機器分析評価センター,,ready,"TITLE-ABS-KEY(""MoFlo"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MoFlo"") AND DOCTYPE(ar OR cp)",3,
eqnet-1200,eqnet-1200,原子間力顕微鏡(ビーコ NanoScope V),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""AFM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""AFM"") AND DOCTYPE(ar OR cp)",3,
eqnet-1201,eqnet-1201,電子スピン共鳴装置(日本電子 JES-TE100),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""JES"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""JES"") AND DOCTYPE(ar OR cp)",3,
eqnet-1202,eqnet-1202,粉末X線回折装置(リガク Ultima IV),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-1204,eqnet-1204,熱重量・示差熱分析装置(リガクThermo Plus EvoII),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""Thermo"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Thermo"") AND DOCTYPE(ar OR cp)",3,
eqnet-1205,eqnet-1205,高周波誘導プラズマ発光分析装置(島津 ICPS-7500),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""ICPS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ICPS"") AND DOCTYPE(ar OR cp)",3,
eqnet-1206,eqnet-1206,CHN元素分析装置(パーキンエルマー 2400II),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""CHN"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""CHN"") AND DOCTYPE(ar OR cp)",3,
eqnet-1207,eqnet-1207,ガスクロマトグラフ(島津 GC-15A),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""GC"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""GC"") AND DOCTYPE(ar OR cp)",3,
eqnet-1208,eqnet-1208,フーリエ変換赤外分光光度計(日本分光 FT/IR-4100),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",3,
eqnet-1209,eqnet-1209,紫外可視分光光度計(日本分光 V-660),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""V"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""V"") AND DOCTYPE(ar OR cp)",3,
eqnet-1210,eqnet-1210,蛍光分光光度計(日本分光 FP-8300),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""FP"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FP"") AND DOCTYPE(ar OR cp)",3,
eqnet-1211,eqnet-1211,粒度分布・ゼータ電位・分子量測定装置(マルバーン Zetasizer Nano ZSP),宇都宮大学 研究推進機構 機器分析センター 管理室,,ready,"TITLE-ABS-KEY(""Zetasizer"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Zetasizer"") AND DOCTYPE(ar OR cp)",3,
eqnet-1212,eqnet-1212,高速液体クロマトグラフ質量分析計(LCMS)・超高感度ダンデム型質量分析システム (AB SCIEX・ QTRAP-5500),宇都宮大学 バイオサイエンス教育研究センター ゲノミクス解析部門,,ready,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",3,
eqnet-1213,eqnet-1213,光学式リソグラフィ装置(独 Heidelberg Instruments Mikrotechnik GmbH社製・DWL66FS_B ),山形大学 工学部,,ready,"TITLE-ABS-KEY(""Heidelberg"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Heidelberg"") AND DOCTYPE(ar OR cp)",3,
eqnet-1214,eqnet-1214,電子線ナノ描画・加工装置 電子ビーム描画装置(株式会社エリオニクス製・ELS-7500YZ),山形大学 工学部,,ready,"TITLE-ABS-KEY(""ELS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ELS"") AND DOCTYPE(ar OR cp)",3,
eqnet-1220,eqnet-1220,ゼータ電位・粒径測定システム ELS-Z2Plus,佐賀大学 総合分析実験センター 本庄地区 機器分析部門,,ready,"TITLE-ABS-KEY(""ELS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ELS"") AND DOCTYPE(ar OR cp)",3,
eqnet-1223,eqnet-1223,ガスクロマトグラフ質量分析計 JMS-mateII,佐賀大学 総合分析実験センター 本庄地区 機器分析部門,,ready,"TITLE-ABS-KEY(""GCMS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""GCMS"") AND DOCTYPE(ar OR cp)",3,
eqnet-1226,eqnet-1226,エネルギー分散型蛍光X線分析装置 EDX-800HS2,佐賀大学 総合分析実験センター 本庄地区 機器分析部門,,ready,"TITLE-ABS-KEY(""X"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""X"") AND DOCTYPE(ar OR cp)",3,
eqnet-1228,eqnet-1228,水平型X線構造回折装置 XRD-7000,佐賀大学 総合分析実験センター 本庄地区 機器分析部門,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-1229-1f0c85b7,eqnet-1229-1f0c85b7,波長分散型蛍光X線分析装置,佐賀大学 文化教育学部,,ready,"TITLE-ABS-KEY(""X"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""X"") AND DOCTYPE(ar OR cp)",3,
eqnet-1239,eqnet-1239,核磁気共鳴装置(ブルカー・AV NEO 500),愛媛大学 学術支援センター物質科学部門,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-1242,eqnet-1242,単結晶X線構造解析装置(リガク・XtaLABminiII),愛媛大学 学術支援センター物質科学部門,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-1262-00eba7d8,eqnet-1262-00eba7d8,顕微分光装置 CRAIC Technologies 308PV,長崎大学 水産・環境科学総合研究科,,ready,"TITLE-ABS-KEY(""CRAIC"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""CRAIC"") AND DOCTYPE(ar OR cp)",3,
eqnet-1268,eqnet-1268,フローサイトメーター BD FACSCantoII,長崎大学 歯学部,,ready,"TITLE-ABS-KEY(""BD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""BD"") AND DOCTYPE(ar OR cp)",3,
eqnet-1284,eqnet-1284,"超深度形状測定顕微鏡 KEYENCE, VK-8500, VK-8510",長崎大学 歯学部,,ready,"TITLE-ABS-KEY(""KEYENCE"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""KEYENCE"") AND DOCTYPE(ar OR cp)",3,
eqnet-1306,eqnet-1306,DNAシーケンサー(Beckman、CEQ8000),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""DNA"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""DNA"") AND DOCTYPE(ar OR cp)",3,
eqnet-1307,eqnet-1307,DNAシーケンサー(Life Technology、ABI3500),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""DNA"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""DNA"") AND DOCTYPE(ar OR cp)",3,
eqnet-1309,eqnet-1309,SPR分子間相互作用解析装置 (GE・BiacoreX100),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""SPR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SPR"") AND DOCTYPE(ar OR cp)",3,
eqnet-1310,eqnet-1310,t-ブタノール凍結乾燥装置(Vacuum Device・VFD-21S),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""t"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""t"") AND DOCTYPE(ar OR cp)",3,
eqnet-1312,eqnet-1312,ウルトラミクロトーム(Leica・UC7k),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",3,
eqnet-1313,eqnet-1313,ウルトラミクロトーム(Leica・EM UC7i),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",3,
eqnet-1314,eqnet-1314,オスミウム・プラズマコーター(Nippon Laser・NL-OPC80NS),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Nippon"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Nippon"") AND DOCTYPE(ar OR cp)",3,
eqnet-1316,eqnet-1316,トリミング装置(Leica・EM TRIM II),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Leica"") AND DOCTYPE(ar OR cp)",3,
eqnet-1317,eqnet-1317,バーチャルスライド顕微鏡(Olympus・VS120),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Olympus"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Olympus"") AND DOCTYPE(ar OR cp)",3,
eqnet-1318,eqnet-1318,パラフィン包埋ブロック作製装置(Sakura Finetek・TEC PS),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Sakura"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Sakura"") AND DOCTYPE(ar OR cp)",3,
eqnet-1319,eqnet-1319,パラフィン包埋ブロック作製装置(Sakura Finetek・TEC PS),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""Sakura"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Sakura"") AND DOCTYPE(ar OR cp)",3,
eqnet-1321,eqnet-1321,フローサイトメーター アナライザー (BD・FACS Canto),名古屋大学 医学教育研究支援センター分析機器部門,,ready,"TITLE-ABS-KEY(""BD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""BD"") AND DOCTYPE(ar OR cp)",3,
